SPID,GeoID,PID,SaleDate,Amount,Customers,Boxes,GeoID,Geo,Region
SP03,G1,P11,5/6/2021 0:00,4438,212,154,G1,India,APAC
SP09,G6,P02,5/7/2021 0:00,14413,94,1602,G6,UK,Europe
SP19,G4,P07,5/7/2021 0:00,4305,226,160,G4,New Zealand,APAC
SP14,G4,P02,5/7/2021 0:00,1729,108,133,G4,New Zealand,APAC
SP09,G6,P08,5/7/2021 0:00,91,177,5,G6,UK,Europe
SP05,G3,P12,5/7/2021 0:00,637,37,49,G3,Canada,Americas
SP21,G2,P14,5/7/2021 0:00,10178,205,727,G2,USA,Americas
SP12,G5,P09,5/7/2021 0:00,1358,90,170,G5,Australia,APAC
SP08,G6,P01,5/7/2021 0:00,3423,92,111,G6,UK,Europe
SP19,G5,P05,5/7/2021 0:00,4291,469,253,G5,Australia,APAC
SP05,G3,P04,5/7/2021 0:00,4970,295,332,G3,Canada,Americas
SP25,G3,P11,5/7/2021 0:00,6874,438,265,G3,Canada,Americas
SP21,G5,P07,5/7/2021 0:00,4550,65,198,G5,Australia,APAC
SP19,G4,P20,5/7/2021 0:00,1652,61,92,G4,New Zealand,APAC
SP24,G4,P14,5/7/2021 0:00,1946,190,163,G4,New Zealand,APAC
SP22,G6,P03,5/7/2021 0:00,8407,73,526,G6,UK,Europe
SP01,G6,P13,5/7/2021 0:00,2422,208,143,G6,UK,Europe
SP25,G2,P01,5/7/2021 0:00,4788,62,178,G2,USA,Americas
SP02,G5,P05,5/7/2021 0:00,294,354,17,G5,Australia,APAC
SP12,G6,P06,5/10/2021 0:00,5453,172,390,G6,UK,Europe
SP15,G3,P22,5/10/2021 0:00,7378,121,352,G3,Canada,Americas
SP13,G5,P14,5/10/2021 0:00,10710,56,670,G5,Australia,APAC
SP15,G3,P03,5/10/2021 0:00,2807,172,156,G3,Canada,Americas
SP25,G2,P09,5/10/2021 0:00,9044,64,754,G2,USA,Americas
SP25,G6,P01,5/10/2021 0:00,5446,34,195,G6,UK,Europe
SP21,G3,P05,5/10/2021 0:00,16065,98,1236,G3,Canada,Americas
SP11,G3,P03,5/10/2021 0:00,3682,288,168,G3,Canada,Americas
SP21,G6,P06,5/10/2021 0:00,2548,25,142,G6,UK,Europe
SP09,G4,P17,5/10/2021 0:00,3052,179,114,G4,New Zealand,APAC
SP02,G1,P15,5/10/2021 0:00,623,8,52,G1,India,APAC
SP23,G4,P19,5/10/2021 0:00,3738,37,468,G4,New Zealand,APAC
SP25,G5,P17,5/11/2021 0:00,1750,49,65,G5,Australia,APAC
SP21,G3,P12,5/11/2021 0:00,4053,57,226,G3,Canada,Americas
SP25,G5,P18,5/11/2021 0:00,2702,12,82,G5,Australia,APAC
SP08,G6,P14,5/11/2021 0:00,7987,85,888,G6,UK,Europe
SP12,G4,P07,5/11/2021 0:00,1148,4,48,G4,New Zealand,APAC
SP11,G2,P01,5/12/2021 0:00,4186,143,140,G2,USA,Americas
SP23,G6,P06,5/12/2021 0:00,5229,26,276,G6,UK,Europe
SP23,G1,P18,5/12/2021 0:00,6146,395,212,G1,India,APAC
SP19,G1,P13,5/12/2021 0:00,11102,251,505,G1,India,APAC
SP17,G4,P03,5/12/2021 0:00,15603,135,1041,G4,New Zealand,APAC
SP17,G4,P06,5/12/2021 0:00,2758,177,138,G4,New Zealand,APAC
SP15,G5,P14,5/12/2021 0:00,7420,234,619,G5,Australia,APAC
SP06,G6,P08,5/12/2021 0:00,2345,118,107,G6,UK,Europe
SP06,G1,P19,5/12/2021 0:00,12362,201,1546,G1,India,APAC
SP05,G3,P20,5/12/2021 0:00,420,203,33,G3,Canada,Americas
SP03,G1,P22,5/13/2021 0:00,6440,458,293,G1,India,APAC
SP04,G5,P14,5/13/2021 0:00,11613,32,726,G5,Australia,APAC
SP16,G4,P22,5/13/2021 0:00,14910,260,785,G4,New Zealand,APAC
SP15,G5,P04,5/13/2021 0:00,455,180,23,G5,Australia,APAC
SP14,G3,P15,5/13/2021 0:00,784,287,56,G3,Canada,Americas
SP19,G3,P14,5/14/2021 0:00,2597,81,200,G3,Canada,Americas
SP23,G4,P11,5/14/2021 0:00,4543,323,157,G4,New Zealand,APAC
SP19,G2,P09,5/14/2021 0:00,4452,42,636,G2,USA,Americas
SP21,G5,P04,5/14/2021 0:00,5544,392,370,G5,Australia,APAC
SP15,G6,P09,5/14/2021 0:00,5215,206,580,G6,UK,Europe
SP25,G4,P12,5/14/2021 0:00,3052,123,306,G4,New Zealand,APAC
SP11,G5,P07,5/14/2021 0:00,19579,327,676,G5,Australia,APAC
SP14,G3,P22,5/14/2021 0:00,217,139,10,G3,Canada,Americas
SP23,G5,P09,5/14/2021 0:00,3080,216,237,G5,Australia,APAC
SP19,G2,P14,5/14/2021 0:00,3934,114,303,G2,USA,Americas
SP16,G6,P16,5/14/2021 0:00,2506,48,97,G6,UK,Europe
SP06,G2,P05,5/14/2021 0:00,5782,231,413,G2,USA,Americas
SP01,G5,P09,5/14/2021 0:00,9016,169,752,G5,Australia,APAC
SP23,G1,P06,5/14/2021 0:00,1638,238,82,G1,India,APAC
SP10,G1,P17,5/14/2021 0:00,5950,130,213,G1,India,APAC
SP07,G1,P09,5/14/2021 0:00,3948,263,439,G1,India,APAC
SP18,G1,P16,5/17/2021 0:00,5278,44,182,G1,India,APAC
SP19,G5,P22,5/17/2021 0:00,5026,33,240,G5,Australia,APAC
SP20,G5,P22,5/17/2021 0:00,5208,249,248,G5,Australia,APAC
SP12,G4,P20,5/17/2021 0:00,5593,9,431,G4,New Zealand,APAC
SP18,G1,P08,5/17/2021 0:00,3689,150,168,G1,India,APAC
SP01,G2,P04,5/17/2021 0:00,9170,64,437,G2,USA,Americas
SP25,G3,P04,5/17/2021 0:00,3094,195,172,G3,Canada,Americas
SP06,G5,P16,5/17/2021 0:00,7777,77,289,G5,Australia,APAC
SP03,G2,P13,5/17/2021 0:00,11109,133,505,G2,USA,Americas
SP23,G4,P02,5/17/2021 0:00,4158,58,297,G4,New Zealand,APAC
SP02,G4,P16,5/17/2021 0:00,9863,92,395,G4,New Zealand,APAC
SP22,G3,P09,5/17/2021 0:00,3101,249,259,G3,Canada,Americas
SP22,G2,P20,5/17/2021 0:00,3864,36,298,G2,USA,Americas
SP03,G3,P11,5/17/2021 0:00,8428,162,291,G3,Canada,Americas
SP10,G6,P15,5/17/2021 0:00,14574,248,1122,G6,UK,Europe
SP09,G1,P04,5/17/2021 0:00,7315,127,431,G1,India,APAC
SP13,G6,P16,5/18/2021 0:00,7805,74,279,G6,UK,Europe
SP25,G3,P12,5/18/2021 0:00,2324,230,146,G3,Canada,Americas
SP11,G6,P22,5/18/2021 0:00,2499,24,132,G6,UK,Europe
SP21,G5,P14,5/18/2021 0:00,5285,24,441,G5,Australia,APAC
SP06,G2,P15,5/18/2021 0:00,1925,92,129,G2,USA,Americas
SP15,G6,P19,5/18/2021 0:00,13286,166,886,G6,UK,Europe
SP05,G3,P13,5/18/2021 0:00,1659,89,104,G3,Canada,Americas
SP24,G2,P21,5/18/2021 0:00,168,166,11,G2,USA,Americas
SP20,G4,P11,5/18/2021 0:00,6020,11,215,G4,New Zealand,APAC
SP01,G1,P12,5/18/2021 0:00,2219,150,222,G1,India,APAC
SP21,G2,P01,5/18/2021 0:00,12740,68,411,G2,USA,Americas
SP01,G3,P16,5/18/2021 0:00,11018,69,441,G3,Canada,Americas
SP03,G5,P19,5/18/2021 0:00,5040,144,336,G5,Australia,APAC
SP02,G1,P03,5/19/2021 0:00,10220,71,445,G1,India,APAC
SP10,G3,P03,5/19/2021 0:00,8995,238,450,G3,Canada,Americas
SP16,G6,P10,5/19/2021 0:00,3738,12,187,G6,UK,Europe
SP19,G4,P17,5/19/2021 0:00,7749,186,259,G4,New Zealand,APAC
SP08,G5,P16,5/19/2021 0:00,868,351,33,G5,Australia,APAC
SP08,G6,P18,5/19/2021 0:00,2338,183,74,G6,UK,Europe
SP07,G5,P12,5/19/2021 0:00,12754,151,751,G5,Australia,APAC
SP05,G2,P11,5/19/2021 0:00,15148,5,489,G2,USA,Americas
SP20,G3,P13,5/19/2021 0:00,1666,12,98,G3,Canada,Americas
SP08,G3,P15,5/19/2021 0:00,595,43,55,G3,Canada,Americas
SP12,G5,P18,5/19/2021 0:00,10486,175,328,G5,Australia,APAC
SP16,G3,P14,5/19/2021 0:00,6860,132,490,G3,Canada,Americas
SP14,G6,P19,5/19/2021 0:00,9639,130,964,G6,UK,Europe
SP06,G3,P16,5/19/2021 0:00,4557,9,176,G3,Canada,Americas
SP17,G1,P20,5/19/2021 0:00,9786,251,576,G1,India,APAC
SP19,G1,P02,5/19/2021 0:00,3948,137,359,G1,India,APAC
SP13,G6,P14,5/19/2021 0:00,4893,253,377,G6,UK,Europe
SP25,G4,P08,5/20/2021 0:00,7441,74,414,G4,New Zealand,APAC
SP20,G5,P14,5/20/2021 0:00,9079,167,535,G5,Australia,APAC
SP06,G5,P11,5/21/2021 0:00,3962,198,133,G5,Australia,APAC
SP14,G1,P08,5/21/2021 0:00,6111,57,382,G1,India,APAC
SP01,G2,P07,5/21/2021 0:00,1414,122,49,G2,USA,Americas
SP02,G3,P12,5/21/2021 0:00,812,20,51,G3,Canada,Americas
SP25,G5,P08,5/21/2021 0:00,7084,4,394,G5,Australia,APAC
SP23,G5,P18,5/21/2021 0:00,18942,357,702,G5,Australia,APAC
SP06,G4,P05,5/21/2021 0:00,7154,124,421,G4,New Zealand,APAC
SP23,G1,P02,5/21/2021 0:00,1225,131,103,G1,India,APAC
SP15,G4,P15,5/21/2021 0:00,8211,136,747,G4,New Zealand,APAC
SP08,G5,P05,5/21/2021 0:00,10465,185,524,G5,Australia,APAC
SP05,G2,P12,5/21/2021 0:00,6181,334,619,G2,USA,Americas
SP08,G2,P02,5/21/2021 0:00,2695,232,193,G2,USA,Americas
SP06,G1,P09,5/21/2021 0:00,17451,135,2909,G1,India,APAC
SP09,G6,P06,5/21/2021 0:00,6790,131,425,G6,UK,Europe
SP14,G5,P10,5/24/2021 0:00,9226,541,330,G5,Australia,APAC
SP20,G2,P14,5/24/2021 0:00,9884,104,899,G2,USA,Americas
SP10,G6,P20,5/24/2021 0:00,2821,70,202,G6,UK,Europe
SP03,G4,P15,5/24/2021 0:00,665,243,84,G4,New Zealand,APAC
SP12,G2,P19,5/24/2021 0:00,8526,209,609,G2,USA,Americas
SP24,G6,P19,5/24/2021 0:00,9436,247,787,G6,UK,Europe
SP21,G2,P10,5/24/2021 0:00,217,81,11,G2,USA,Americas
SP07,G4,P02,5/24/2021 0:00,4865,46,487,G4,New Zealand,APAC
SP20,G4,P05,5/24/2021 0:00,10451,105,551,G4,New Zealand,APAC
SP06,G3,P01,5/24/2021 0:00,9093,28,304,G3,Canada,Americas
SP21,G5,P02,5/24/2021 0:00,1638,282,103,G5,Australia,APAC
SP02,G3,P01,5/24/2021 0:00,8610,47,278,G3,Canada,Americas
SP01,G3,P06,5/24/2021 0:00,1351,58,72,G3,Canada,Americas
SP05,G1,P03,5/24/2021 0:00,11102,50,505,G1,India,APAC
SP16,G1,P19,5/24/2021 0:00,4711,29,429,G1,India,APAC
SP06,G5,P13,5/24/2021 0:00,903,49,43,G5,Australia,APAC
SP06,G3,P05,5/24/2021 0:00,1295,112,81,G3,Canada,Americas
SP24,G6,P11,5/24/2021 0:00,14574,118,561,G6,UK,Europe
SP12,G1,P15,5/24/2021 0:00,3318,34,277,G1,India,APAC
SP20,G3,P12,5/24/2021 0:00,3262,487,297,G3,Canada,Americas
SP02,G2,P05,5/24/2021 0:00,1036,59,55,G2,USA,Americas
SP12,G1,P04,5/24/2021 0:00,5285,213,378,G1,India,APAC
SP04,G2,P02,5/24/2021 0:00,2667,428,267,G2,USA,Americas
SP24,G2,P22,5/24/2021 0:00,6097,84,244,G2,USA,Americas
SP03,G2,P02,5/24/2021 0:00,11550,93,770,G2,USA,Americas
SP15,G2,P09,5/24/2021 0:00,1589,62,159,G2,USA,Americas
SP06,G2,P14,5/25/2021 0:00,4375,11,274,G2,USA,Americas
SP12,G3,P12,5/25/2021 0:00,7966,123,725,G3,Canada,Americas
SP10,G1,P03,5/25/2021 0:00,10829,86,516,G1,India,APAC
SP25,G2,P02,5/25/2021 0:00,22652,46,2060,G2,USA,Americas
SP12,G4,P16,5/25/2021 0:00,5257,95,182,G4,New Zealand,APAC
SP23,G3,P04,5/25/2021 0:00,5817,396,277,G3,Canada,Americas
SP12,G2,P20,5/25/2021 0:00,987,427,52,G2,USA,Americas
SP07,G1,P17,5/25/2021 0:00,2723,21,101,G1,India,APAC
SP10,G5,P20,5/25/2021 0:00,6944,178,366,G5,Australia,APAC
SP19,G2,P17,5/25/2021 0:00,7896,435,329,G2,USA,Americas
SP09,G6,P22,5/25/2021 0:00,13573,88,543,G6,UK,Europe
SP16,G2,P11,5/25/2021 0:00,9856,12,329,G2,USA,Americas
SP19,G6,P05,5/25/2021 0:00,14938,261,879,G6,UK,Europe
SP01,G1,P01,5/25/2021 0:00,1358,268,60,G1,India,APAC
SP09,G1,P15,5/25/2021 0:00,3696,118,247,G1,India,APAC
SP12,G1,P02,5/25/2021 0:00,2737,193,343,G1,India,APAC
SP24,G6,P18,5/25/2021 0:00,6797,27,252,G6,UK,Europe
SP17,G3,P02,5/25/2021 0:00,2527,30,158,G3,Canada,Americas
SP22,G4,P10,5/25/2021 0:00,392,43,20,G4,New Zealand,APAC
SP02,G3,P16,5/25/2021 0:00,126,242,6,G3,Canada,Americas
SP12,G3,P05,5/25/2021 0:00,11522,235,721,G3,Canada,Americas
SP19,G3,P20,5/26/2021 0:00,8498,182,532,G3,Canada,Americas
SP18,G3,P22,5/26/2021 0:00,1113,33,53,G3,Canada,Americas
SP15,G1,P10,5/26/2021 0:00,5614,223,216,G1,India,APAC
SP18,G1,P17,5/26/2021 0:00,4410,156,153,G1,India,APAC
SP07,G2,P16,5/26/2021 0:00,9163,151,340,G2,USA,Americas
SP20,G2,P18,5/27/2021 0:00,2590,202,84,G2,USA,Americas
SP25,G2,P13,5/27/2021 0:00,3745,127,198,G2,USA,Americas
SP10,G5,P16,5/27/2021 0:00,8337,14,288,G5,Australia,APAC
SP24,G5,P09,5/27/2021 0:00,4522,42,566,G5,Australia,APAC
SP02,G6,P07,5/27/2021 0:00,2625,580,120,G6,UK,Europe
SP05,G3,P18,5/28/2021 0:00,441,171,16,G3,Canada,Americas
SP23,G5,P17,5/28/2021 0:00,3311,92,128,G5,Australia,APAC
SP24,G3,P16,5/28/2021 0:00,6650,22,266,G3,Canada,Americas
SP25,G1,P15,5/28/2021 0:00,3871,503,352,G1,India,APAC
SP17,G2,P15,5/28/2021 0:00,637,61,49,G2,USA,Americas
SP07,G1,P05,5/28/2021 0:00,10696,47,823,G1,India,APAC
SP25,G4,P16,5/28/2021 0:00,8701,12,349,G4,New Zealand,APAC
SP17,G1,P06,5/28/2021 0:00,2590,120,162,G1,India,APAC
SP08,G5,P11,5/28/2021 0:00,10850,226,402,G5,Australia,APAC
SP08,G3,P21,5/28/2021 0:00,2870,290,152,G3,Canada,Americas
SP12,G4,P22,5/28/2021 0:00,13650,256,719,G4,New Zealand,APAC
SP17,G4,P11,5/28/2021 0:00,12425,230,429,G4,New Zealand,APAC
SP15,G1,P01,5/31/2021 0:00,2114,80,89,G1,India,APAC
SP05,G2,P16,5/31/2021 0:00,3290,16,118,G2,USA,Americas
SP13,G2,P05,5/31/2021 0:00,1463,51,77,G2,USA,Americas
SP04,G5,P10,5/31/2021 0:00,9436,64,350,G5,Australia,APAC
SP16,G6,P18,5/31/2021 0:00,8162,69,327,G6,UK,Europe
SP17,G3,P17,5/31/2021 0:00,9310,351,333,G3,Canada,Americas
SP10,G2,P04,5/31/2021 0:00,8155,17,389,G2,USA,Americas
SP17,G5,P03,5/31/2021 0:00,7588,68,330,G5,Australia,APAC
SP06,G3,P06,5/31/2021 0:00,4879,50,244,G3,Canada,Americas
SP23,G5,P04,5/31/2021 0:00,602,118,28,G5,Australia,APAC
SP22,G2,P02,5/31/2021 0:00,2037,61,136,G2,USA,Americas
SP15,G6,P01,5/31/2021 0:00,15400,387,497,G6,UK,Europe
SP17,G4,P13,5/31/2021 0:00,2961,12,175,G4,New Zealand,APAC
SP01,G6,P16,5/31/2021 0:00,1225,29,41,G6,UK,Europe
SP01,G3,P05,5/31/2021 0:00,6930,254,330,G3,Canada,Americas
SP11,G3,P11,5/31/2021 0:00,12684,297,453,G3,Canada,Americas
SP13,G1,P07,5/31/2021 0:00,8512,549,294,G1,India,APAC
SP24,G4,P12,5/31/2021 0:00,9646,178,877,G4,New Zealand,APAC
SP11,G4,P19,5/31/2021 0:00,5586,76,430,G4,New Zealand,APAC
SP18,G5,P03,5/31/2021 0:00,3528,267,221,G5,Australia,APAC
SP02,G4,P14,5/31/2021 0:00,3143,109,225,G4,New Zealand,APAC
SP10,G4,P17,6/1/2021 0:00,9135,194,398,G4,New Zealand,APAC
SP03,G6,P15,6/1/2021 0:00,1218,315,153,G6,UK,Europe
SP03,G6,P18,6/1/2021 0:00,4760,138,145,G6,UK,Europe
SP13,G4,P03,6/1/2021 0:00,8582,290,477,G4,New Zealand,APAC
SP19,G1,P09,6/1/2021 0:00,2401,109,185,G1,India,APAC
SP07,G3,P03,6/1/2021 0:00,11886,415,566,G3,Canada,Americas
SP05,G6,P04,6/1/2021 0:00,8582,45,391,G6,UK,Europe
SP01,G1,P04,6/1/2021 0:00,6825,4,402,G1,India,APAC
SP06,G6,P10,6/1/2021 0:00,3661,13,167,G6,UK,Europe
SP23,G3,P01,6/1/2021 0:00,10248,65,380,G3,Canada,Americas
SP17,G2,P17,6/1/2021 0:00,9996,441,385,G2,USA,Americas
SP08,G5,P21,6/2/2021 0:00,13545,293,903,G5,Australia,APAC
SP06,G4,P02,6/2/2021 0:00,1386,347,99,G4,New Zealand,APAC
SP05,G3,P03,6/2/2021 0:00,5481,142,289,G3,Canada,Americas
SP11,G1,P15,6/2/2021 0:00,10031,5,912,G1,India,APAC
SP01,G6,P15,6/2/2021 0:00,3493,3,437,G6,UK,Europe
SP11,G5,P09,6/2/2021 0:00,4081,717,511,G5,Australia,APAC
SP24,G5,P07,6/2/2021 0:00,511,88,18,G5,Australia,APAC
SP03,G2,P22,6/2/2021 0:00,6909,382,315,G2,USA,Americas
SP17,G5,P16,6/2/2021 0:00,9814,138,317,G5,Australia,APAC
SP25,G2,P20,6/2/2021 0:00,6454,47,497,G2,USA,Americas
SP24,G2,P12,6/2/2021 0:00,10668,49,889,G2,USA,Americas
SP21,G3,P19,6/2/2021 0:00,14868,291,1062,G3,Canada,Americas
SP13,G1,P11,6/2/2021 0:00,3878,50,144,G1,India,APAC
SP03,G4,P21,6/3/2021 0:00,8505,74,387,G4,New Zealand,APAC
SP04,G6,P21,6/3/2021 0:00,126,83,9,G6,UK,Europe
SP05,G5,P12,6/3/2021 0:00,10570,82,814,G5,Australia,APAC
SP18,G6,P21,6/3/2021 0:00,1225,159,59,G6,UK,Europe
SP12,G4,P08,6/3/2021 0:00,3199,89,160,G4,New Zealand,APAC
SP04,G2,P15,6/3/2021 0:00,441,9,37,G2,USA,Americas
SP22,G1,P16,6/3/2021 0:00,9009,83,392,G1,India,APAC
SP23,G4,P18,6/3/2021 0:00,7595,349,238,G4,New Zealand,APAC
SP04,G4,P12,6/3/2021 0:00,378,182,30,G4,New Zealand,APAC
SP08,G4,P11,6/3/2021 0:00,1344,110,56,G4,New Zealand,APAC
SP22,G3,P01,6/3/2021 0:00,5264,594,211,G3,Canada,Americas
SP08,G4,P12,6/3/2021 0:00,6748,57,450,G4,New Zealand,APAC
SP20,G1,P13,6/3/2021 0:00,2128,248,97,G1,India,APAC
SP20,G4,P21,6/3/2021 0:00,7987,140,470,G4,New Zealand,APAC
SP03,G5,P22,6/3/2021 0:00,13601,78,567,G5,Australia,APAC
SP07,G5,P03,6/3/2021 0:00,7154,162,398,G5,Australia,APAC
SP14,G3,P11,6/3/2021 0:00,2583,353,93,G3,Canada,Americas
SP17,G5,P09,6/3/2021 0:00,532,324,67,G5,Australia,APAC
SP17,G3,P19,6/4/2021 0:00,2548,170,182,G3,Canada,Americas
SP02,G2,P16,6/4/2021 0:00,1092,394,36,G2,USA,Americas
SP03,G2,P19,6/4/2021 0:00,4011,351,287,G2,USA,Americas
SP05,G1,P21,6/4/2021 0:00,3766,2,180,G1,India,APAC
SP22,G6,P12,6/4/2021 0:00,6405,6,458,G6,UK,Europe
SP24,G1,P05,6/4/2021 0:00,4487,201,321,G1,India,APAC
SP10,G4,P01,6/4/2021 0:00,5439,244,227,G4,New Zealand,APAC
SP06,G3,P17,6/4/2021 0:00,8603,47,297,G3,Canada,Americas
SP19,G3,P18,6/4/2021 0:00,6454,25,259,G3,Canada,Americas
SP09,G1,P11,6/7/2021 0:00,14966,79,483,G1,India,APAC
SP15,G6,P22,6/7/2021 0:00,2044,188,86,G6,UK,Europe
SP18,G6,P18,6/7/2021 0:00,11186,2,350,G6,UK,Europe
SP25,G1,P19,6/7/2021 0:00,3906,347,489,G1,India,APAC
SP25,G2,P15,6/7/2021 0:00,5705,58,519,G2,USA,Americas
SP20,G3,P05,6/7/2021 0:00,2674,333,149,G3,Canada,Americas
SP07,G2,P03,6/7/2021 0:00,4221,2,184,G2,USA,Americas
SP01,G1,P06,6/8/2021 0:00,8988,112,450,G1,India,APAC
SP07,G2,P17,6/8/2021 0:00,5355,114,185,G2,USA,Americas
SP02,G5,P11,6/8/2021 0:00,2569,401,86,G5,Australia,APAC
SP19,G6,P01,6/8/2021 0:00,1897,118,64,G6,UK,Europe
SP16,G4,P05,6/8/2021 0:00,1666,195,112,G4,New Zealand,APAC
SP18,G4,P19,6/8/2021 0:00,14182,56,1773,G4,New Zealand,APAC
SP04,G2,P05,6/8/2021 0:00,14798,260,740,G2,USA,Americas
SP18,G5,P18,6/9/2021 0:00,819,277,28,G5,Australia,APAC
SP09,G4,P04,6/9/2021 0:00,7252,5,363,G4,New Zealand,APAC
SP22,G1,P06,6/9/2021 0:00,3332,13,159,G1,India,APAC
SP03,G3,P08,6/9/2021 0:00,7525,60,397,G3,Canada,Americas
SP17,G2,P07,6/9/2021 0:00,4893,218,164,G2,USA,Americas
SP12,G2,P22,6/9/2021 0:00,3444,116,133,G2,USA,Americas
SP13,G1,P01,6/9/2021 0:00,2156,34,87,G1,India,APAC
SP05,G5,P19,6/9/2021 0:00,1596,176,200,G5,Australia,APAC
SP09,G5,P05,6/10/2021 0:00,8834,149,631,G5,Australia,APAC
SP24,G1,P12,6/10/2021 0:00,3948,172,329,G1,India,APAC
SP11,G4,P15,6/10/2021 0:00,3605,172,241,G4,New Zealand,APAC
SP23,G1,P05,6/11/2021 0:00,1876,193,118,G1,India,APAC
SP19,G6,P11,6/11/2021 0:00,1302,19,45,G6,UK,Europe
SP18,G4,P11,6/11/2021 0:00,616,3,21,G4,New Zealand,APAC
SP13,G5,P17,6/11/2021 0:00,4935,141,183,G5,Australia,APAC
SP18,G3,P13,6/11/2021 0:00,5887,51,310,G3,Canada,Americas
SP05,G1,P19,6/11/2021 0:00,1785,181,149,G1,India,APAC
SP16,G6,P06,6/11/2021 0:00,4816,153,322,G6,UK,Europe
SP17,G6,P05,6/11/2021 0:00,504,266,24,G6,UK,Europe
SP18,G5,P16,6/11/2021 0:00,973,258,39,G5,Australia,APAC
SP18,G4,P17,6/11/2021 0:00,8330,320,379,G4,New Zealand,APAC
SP07,G3,P01,6/11/2021 0:00,5502,18,240,G3,Canada,Americas
SP04,G5,P17,6/14/2021 0:00,6202,75,222,G5,Australia,APAC
SP19,G1,P18,6/14/2021 0:00,6118,129,236,G1,India,APAC
SP10,G2,P06,6/14/2021 0:00,1771,255,111,G2,USA,Americas
SP22,G5,P15,6/14/2021 0:00,4494,297,300,G5,Australia,APAC
SP04,G3,P21,6/14/2021 0:00,1057,226,76,G3,Canada,Americas
SP08,G3,P14,6/14/2021 0:00,13286,55,1477,G3,Canada,Americas
SP15,G5,P01,6/14/2021 0:00,4760,249,154,G5,Australia,APAC
SP22,G6,P02,6/14/2021 0:00,3010,372,377,G6,UK,Europe
SP15,G2,P01,6/14/2021 0:00,7448,183,266,G2,USA,Americas
SP08,G2,P18,6/14/2021 0:00,1617,57,49,G2,USA,Americas
SP19,G3,P07,6/14/2021 0:00,840,2,35,G3,Canada,Americas
SP08,G2,P03,6/14/2021 0:00,7042,294,441,G2,USA,Americas
SP01,G5,P08,6/15/2021 0:00,9247,527,487,G5,Australia,APAC
SP03,G3,P01,6/15/2021 0:00,1799,76,60,G3,Canada,Americas
SP11,G4,P12,6/15/2021 0:00,644,135,38,G4,New Zealand,APAC
SP11,G4,P02,6/16/2021 0:00,11172,109,1397,G4,New Zealand,APAC
SP11,G3,P19,6/16/2021 0:00,9191,240,766,G3,Canada,Americas
SP24,G3,P21,6/16/2021 0:00,14889,132,828,G3,Canada,Americas
SP16,G5,P18,6/16/2021 0:00,5670,57,189,G5,Australia,APAC
SP24,G3,P09,6/16/2021 0:00,693,3,58,G3,Canada,Americas
SP23,G3,P17,6/16/2021 0:00,12642,19,575,G3,Canada,Americas
SP18,G2,P07,6/16/2021 0:00,8414,257,312,G2,USA,Americas
SP14,G3,P09,6/16/2021 0:00,15162,2,1896,G3,Canada,Americas
SP09,G2,P14,6/16/2021 0:00,9135,35,762,G2,USA,Americas
SP25,G6,P07,6/16/2021 0:00,4375,90,146,G6,UK,Europe
SP14,G2,P08,6/17/2021 0:00,3493,7,146,G2,USA,Americas
SP16,G6,P03,6/17/2021 0:00,3157,47,186,G6,UK,Europe
SP25,G2,P18,6/17/2021 0:00,9884,163,300,G2,USA,Americas
SP23,G5,P21,6/17/2021 0:00,8029,35,473,G5,Australia,APAC
SP08,G5,P10,6/17/2021 0:00,2002,96,72,G5,Australia,APAC
SP11,G6,P06,6/17/2021 0:00,8589,54,537,G6,UK,Europe
SP01,G5,P05,6/17/2021 0:00,1554,49,120,G5,Australia,APAC
SP20,G3,P02,6/17/2021 0:00,8792,378,677,G3,Canada,Americas
SP23,G5,P05,6/17/2021 0:00,2415,25,128,G5,Australia,APAC
SP24,G1,P06,6/17/2021 0:00,266,101,16,G1,India,APAC
SP15,G1,P05,6/17/2021 0:00,3381,186,226,G1,India,APAC
SP06,G3,P19,6/17/2021 0:00,1505,33,116,G3,Canada,Americas
SP03,G6,P16,6/17/2021 0:00,1708,81,61,G6,UK,Europe
SP23,G2,P11,6/17/2021 0:00,3857,89,155,G2,USA,Americas
SP25,G4,P21,6/17/2021 0:00,1141,249,58,G4,New Zealand,APAC
SP21,G5,P21,6/17/2021 0:00,11844,132,790,G5,Australia,APAC
SP09,G5,P22,6/17/2021 0:00,7294,174,348,G5,Australia,APAC
SP19,G5,P10,6/17/2021 0:00,5516,228,205,G5,Australia,APAC
SP02,G2,P09,6/18/2021 0:00,3598,34,450,G2,USA,Americas
SP04,G5,P19,6/18/2021 0:00,4795,76,320,G5,Australia,APAC
SP21,G2,P11,6/18/2021 0:00,6657,296,222,G2,USA,Americas
SP20,G6,P03,6/18/2021 0:00,8071,37,367,G6,UK,Europe
SP22,G6,P17,6/18/2021 0:00,16548,246,613,G6,UK,Europe
SP08,G6,P17,6/18/2021 0:00,1393,207,61,G6,UK,Europe
SP08,G1,P15,6/18/2021 0:00,3731,155,249,G1,India,APAC
SP24,G4,P01,6/18/2021 0:00,7322,232,293,G4,New Zealand,APAC
SP23,G2,P04,6/18/2021 0:00,3367,164,154,G2,USA,Americas
SP18,G4,P04,6/18/2021 0:00,3752,252,188,G4,New Zealand,APAC
SP07,G6,P13,6/18/2021 0:00,3080,141,182,G6,UK,Europe
SP22,G2,P11,6/18/2021 0:00,9534,103,318,G2,USA,Americas
